,age,income,class,response,segment,events
78,40,173.614568813157,1,1,2,2
79,48,91.00841709140222,0,1,1,1
80,70,188.03203872505742,1,1,2,4
81,66,138.9708877889251,0,1,1,2
82,64,137.733530759115,0,1,1,5
83,69,136.69695637151656,0,0,0,1
84,23,186.42055206635246,0,0,0,5
85,21,45.24170453327642,0,1,1,4
86,63,351.28839502389735,2,0,1,5
87,31,117.89181187241789,0,0,0,1
88,30,93.97813864139326,0,1,1,4
89,48,56.40094278655369,0,0,0,3
90,56,63.295769627012895,0,0,0,1
91,64,82.99796344003252,0,0,0,6
92,24,122.03456175818482,0,1,1,4
93,41,54.55072265832318,0,1,1,5
94,65,117.79597509883396,0,1,1,5
95,49,100.52965174635966,0,1,1,5
96,31,48.90452252337211,0,0,0,5
97,58,210.77584647828542,2,0,1,3
98,29,158.8799500046193,0,1,1,1
99,63,210.86070942981198,2,0,1,5
100,74,160.84621017425025,1,1,2,3
101,61,185.4968211954552,1,1,2,3
102,57,60.29547878092511,0,1,1,2
103,63,115.21970226628983,0,1,1,1
104,20,79.62700115347789,0,1,1,1
105,71,132.6498406704067,0,0,0,2
106,51,87.59840763361655,1,0,1,4
107,66,201.482137973345,2,0,1,2
108,24,186.37753129280125,0,0,0,5
109,27,43.66023758945186,0,1,1,1
110,44,97.82111276251727,0,0,0,5
111,74,122.38026299013299,0,0,0,2
112,74,96.6038555191481,0,0,0,2
113,46,49.58134125183158,0,0,0,1
114,71,216.8184003744967,2,1,2,0
115,19,53.2552401178121,0,1,1,3
116,30,68.71304038340115,0,1,1,3
117,20,23.97846122923017,0,0,0,4
118,45,100.13283089552446,0,0,0,4
119,39,109.31917373186332,0,1,1,3
120,54,151.59151822624142,2,1,2,2
121,37,192.93210715534408,1,0,1,1
122,22,41.855492452124054,0,0,0,5
123,29,40.40975398714308,0,1,1,3
124,50,65.83838286382206,0,0,0,6
125,46,235.89963636204155,1,1,2,5
126,51,72.45888401124044,0,0,0,4
127,52,280.46213825308257,2,1,2,1
128,37,145.11153582989684,0,0,0,3
129,49,87.11504319518058,0,0,0,3
130,22,43.059479950557105,0,1,1,2
131,35,97.79354283270466,0,0,0,5
132,28,74.3311546723699,0,1,1,2
133,22,193.2857802517246,0,0,0,1
134,27,34.021023969536714,0,0,0,5
135,52,299.3904008058437,2,1,2,3
136,70,151.7151584559049,1,0,1,2
137,19,23.07468439528521,0,0,0,1
138,32,117.91871548680459,0,1,1,3
139,46,229.64908111573268,1,1,2,1
140,30,46.37716569694239,0,0,0,5
141,54,118.19175807524711,1,1,2,6
142,51,109.5956733171288,1,0,1,5
143,51,121.06138689659437,1,1,2,1
144,41,122.14375885269122,0,0,0,2
145,31,108.98144678269057,0,1,1,3
146,45,71.96139374332931,0,1,1,3
147,19,95.11894107751814,0,0,0,3
148,22,47.985468694437095,0,0,0,4
149,41,139.2257522645706,0,0,0,4
150,55,89.29151055046263,1,1,2,3
151,45,170.18002289807,1,0,1,4
152,71,120.59901613451865,0,1,1,1
153,30,161.8253242595967,1,1,2,3
154,24,85.69782594719372,0,1,1,1
155,26,94.21121247913403,0,1,1,3
156,20,20.364984484981996,0,1,1,2
157,60,144.67445493920957,0,0,0,2
158,73,155.97719442439615,1,0,1,5
159,42,50.59974458612696,0,0,0,5
160,40,207.6541100479796,1,1,2,5
161,18,331.8487471338382,2,1,2,1
162,28,135.9414120064693,0,0,0,3
163,24,131.37060354172002,0,0,0,1
164,25,127.48592150689839,0,0,0,4
165,27,30.309775757788028,0,1,1,2
166,45,209.65787013255078,1,1,2,2
167,69,93.49309815281029,0,1,1,1
168,49,99.72922965718108,0,1,1,4
169,53,212.0817217015453,2,1,2,3
170,60,149.95374748101239,0,1,1,0
171,41,201.4502223507343,1,1,2,5
172,17,98.72268098273875,0,0,0,5
173,45,66.96026419133015,0,1,1,4
174,55,157.76607380763937,2,0,1,2
175,23,120.91845451559391,0,0,0,1
176,51,159.3168496077296,2,0,1,5
177,68,119.37156553690645,0,1,1,2
178,18,19.585210558355072,0,0,0,3
179,64,161.29352283963473,1,0,1,0
180,37,143.48293535627084,0,0,0,2
181,64,138.04554371053226,0,0,0,2
182,33,47.38640813157476,0,0,0,1
183,28,40.603630866873694,0,1,1,4
184,33,71.54231469638785,0,0,0,3
185,42,74.87684235929741,0,0,0,5
186,20,48.6033357934537,0,1,1,4
187,42,67.61977988127886,0,1,1,5
188,29,216.3429455367742,1,0,1,1
189,31,96.90593498054545,0,1,1,6
190,43,93.49899924743248,0,1,1,6
191,19,95.32042875030052,0,1,1,3
192,19,116.38823762480948,0,1,1,6
193,67,162.4532617829833,1,0,1,1
194,36,161.8339263506851,1,1,2,1
195,57,283.09015037147924,2,1,2,5
196,16,177.702172273773,0,1,1,5
197,50,134.51267403335711,1,0,1,4
198,39,60.48286756062256,0,1,1,2
199,33,312.41338543776874,2,1,2,2
200,47,59.43712692134205,0,0,0,4
201,53,123.1213906738843,1,0,1,5
202,51,106.70397501523516,1,1,2,4
203,32,118.53175674441395,0,0,0,2
204,18,167.77435415268081,0,1,1,2
205,61,123.20002624884454,0,0,0,4
206,25,31.76001223189654,0,1,1,4
207,48,116.43302479249428,0,1,1,5
208,64,210.88330396912596,2,0,1,3
209,60,165.82189163394145,1,0,1,0
210,26,97.46634423001046,0,1,1,6
211,37,91.5478659742748,0,0,0,6
212,28,102.67429254071232,0,1,1,3
213,61,127.0095733216242,0,0,0,2
214,55,131.73113287367096,1,1,2,6
215,71,149.56147202350928,0,1,1,5
216,23,86.47632847319296,0,1,1,2
217,71,90.99613203517,0,0,0,2
218,25,141.03167109713615,0,1,1,4
219,43,82.54112123711614,0,0,0,1
220,27,99.14559199902487,0,1,1,3
221,62,154.39036802562464,1,1,2,2
222,29,65.17596968905067,0,1,1,3
223,22,72.0647758741662,0,0,0,0
224,47,161.61121610217347,1,0,1,3
225,39,101.18785455700265,0,0,0,1
226,45,171.02633581604974,1,1,2,4
227,40,155.15932618212196,1,0,1,6
228,58,75.10197759794367,1,0,1,4
229,40,157.3190645776448,1,1,2,2
230,38,101.98222035620175,0,1,1,6
231,20,54.747280554550215,0,1,1,1
232,39,217.26193690706728,1,1,2,6
233,29,149.9635926065747,0,1,1,3
234,41,187.24049825245945,1,0,1,1
235,39,82.23059432122702,0,1,1,5
236,17,46.87510077350656,0,0,0,2
237,43,66.01167768833977,0,0,0,1
238,45,144.84085983254735,0,1,1,3
239,26,38.608228428831126,0,1,1,1
240,35,52.745190166993986,0,1,1,4
241,16,29.7143359345135,0,0,0,3
242,28,145.96062717788334,0,0,0,5
243,42,114.11298802149285,0,0,0,0
244,53,86.39387545423426,1,0,1,1
245,38,104.7205544769083,0,0,0,2
246,36,171.56169251071213,1,1,2,1
247,27,88.67395177999626,0,1,1,2
248,59,240.41016900125354,2,0,1,6
249,31,73.87777507292617,0,0,0,3
250,27,137.39189667936182,0,0,0,5
251,69,102.36892802342248,0,0,0,4
252,28,40.357532255689634,0,1,1,6
253,72,161.28156749444474,1,1,2,3
254,39,158.41835040899514,1,1,2,5
255,67,197.65816213894576,1,1,2,3
256,57,125.36521141968589,1,1,2,2
257,53,144.93083564087652,1,0,1,4
258,45,51.924196593569775,0,1,1,5
259,18,24.51004826010673,0,0,0,5
260,35,72.05929102856648,0,1,1,1
261,72,265.76530604909794,2,1,2,6
262,29,44.88628194051983,0,0,0,6
263,18,185.32139978621268,0,1,1,5
264,22,70.01276815443342,0,1,1,3
265,36,87.56124420578395,0,0,0,0
266,73,325.52633646989455,2,1,2,2
267,65,123.32565503619296,0,1,1,2
268,54,103.53363667269159,1,1,2,3
269,57,123.65314784879838,1,1,2,1
270,48,144.7943157448821,0,0,0,1
271,50,153.7865309927592,2,1,2,2
272,24,40.670000395171186,0,1,1,1
273,27,111.21881836877283,0,1,1,2
274,55,92.48470172647255,1,0,1,3
275,51,76.90196811111227,1,1,2,1
276,74,299.9267372014175,2,0,1,4
277,26,108.76965264507085,0,1,1,2
278,53,101.60815828707449,1,1,2,5
279,34,156.35523574248646,1,1,2,4
280,19,29.93293957572329,0,0,0,5
281,36,77.24749876332254,0,1,1,3
282,42,55.59050444536686,0,1,1,4
283,64,132.43424301436153,0,0,0,6
284,37,45.57118103179268,0,0,0,5
285,46,49.957844005855065,0,1,1,5
286,28,123.01385546446721,0,0,0,4
287,43,176.71555528867998,1,1,2,4
288,70,114.88102322784991,0,1,1,6
289,50,132.59379504650974,1,0,1,5
290,17,79.33920847412587,0,0,0,1
291,54,127.8976509424323,1,0,1,5
292,29,81.80195206917057,0,0,0,1
293,40,95.10037726124753,0,0,0,4
294,33,69.97271335896632,0,0,0,5
295,66,149.69358925785326,0,1,1,5
296,20,87.49087861423757,0,1,1,2
297,24,37.127261452057446,0,0,0,1
298,40,89.9788218567939,0,1,1,2
299,21,129.31045632891198,0,1,1,1
300,16,127.95922202231206,0,1,1,4
301,73,84.77990168900939,0,1,1,6
302,37,42.670747561168206,0,1,1,2
303,47,113.39431926110956,0,0,0,6
304,68,100.20343282013964,0,0,0,2
305,53,220.0213106822608,2,1,2,1
306,67,129.92780822381147,0,1,1,3
307,58,96.16337119000858,1,0,1,4
308,23,143.35978615423096,0,1,1,3
309,65,240.74931470157242,2,1,2,2
310,28,278.33405953622525,1,0,1,5
311,23,37.96534343786817,0,0,0,1
312,45,51.96144562955355,0,1,1,6
313,49,157.77114827692594,1,0,1,6
314,28,46.972968111393655,0,1,1,5
315,66,227.6890536709963,2,1,2,5
316,64,175.51509620983367,1,0,1,4
317,28,92.6290030988468,0,0,0,5
318,66,120.28308122595456,0,1,1,3
319,59,112.70976943018307,1,0,1,2
320,23,86.95747665164545,0,0,0,2
321,49,149.05126256639792,0,1,1,3
322,32,193.4841723368291,1,1,2,5
323,49,177.7821155304154,1,1,2,5
324,18,20.048654723544146,0,1,1,4
325,49,76.42637034696943,0,0,0,4
326,23,70.62166896385988,0,1,1,5
327,67,163.21632809333275,1,1,2,3
328,49,66.46279644180409,0,0,0,1
329,66,218.86208116923098,2,0,1,6
330,64,116.2722845756428,0,1,1,3
331,67,250.5533461818427,2,0,1,3
332,19,165.09311183483425,0,1,1,5
333,29,130.41348030871137,0,0,0,2
334,69,78.7629563560875,0,1,1,5
335,54,86.77908329404278,1,0,1,5
336,65,214.65473533607107,2,1,2,1
337,43,71.81850052206559,0,0,0,1
338,45,214.61170669264257,1,1,2,5
339,46,219.17279582633049,1,0,1,1
340,43,72.1321803624863,0,1,1,1
341,57,147.38071210368304,1,0,1,5
342,61,94.36193712053361,0,0,0,2
343,44,63.337649530423604,0,0,0,1
344,21,104.73678607223576,0,1,1,6
345,46,126.22450686716289,0,0,0,2
346,32,288.8780552732353,2,0,1,1
347,61,68.85922500308607,0,1,1,3
348,24,69.3695802102007,0,0,0,3
349,33,82.75866125234009,0,1,1,1
350,18,183.55396686114008,0,0,0,5
351,40,49.743571738857526,0,1,1,1
352,37,49.83273828147596,0,0,0,4
353,61,88.44859252715493,0,0,0,6
354,52,139.36879320838048,1,1,2,2
355,18,80.45766729445577,0,1,1,2
356,55,158.7067370589195,2,1,2,1
357,21,143.8873343170228,0,1,1,6
358,17,144.28747027415113,0,1,1,2
359,38,42.21828356092758,0,1,1,1
360,27,88.74970359904165,0,1,1,5
361,36,113.12843760690892,0,0,0,3
362,34,127.22311435290938,0,0,0,1
363,24,67.43244895314578,0,0,0,2
364,53,194.957686206912,2,0,1,5
365,22,75.6165633049583,0,0,0,3
366,47,141.45204876541965,0,0,0,1
367,58,105.9975583721397,1,0,1,3
368,35,180.716487949813,1,1,2,5
369,63,114.78107985998722,0,1,1,3
370,68,105.88074918349804,0,1,1,4
371,29,101.69481855560126,0,1,1,1
372,35,74.2120766237415,0,0,0,1
373,32,121.61008801149711,0,0,0,4
374,68,259.9923679548566,2,0,1,5
375,44,114.69743495793436,0,1,1,2
376,21,75.46939585366724,0,0,0,3
377,74,139.22484359639458,0,0,0,5
378,38,237.35152654735228,1,0,1,1
379,42,93.88694967717949,0,0,0,2
380,35,117.74347126451963,0,1,1,1
381,70,212.0470039220405,2,0,1,1
382,22,32.282971593347256,0,1,1,3
383,51,337.2121851149547,2,0,1,4
384,26,224.4669394445381,1,1,2,1
385,41,93.67015258818047,0,1,1,1
386,34,139.30468610349465,0,0,0,3
387,46,121.49939103724452,0,0,0,2
388,34,64.14044587463025,0,0,0,1
389,48,76.02741661463867,0,0,0,2
390,43,93.20078978847424,0,0,0,5
391,39,83.32993753538936,0,0,0,1
392,23,113.3922351151369,0,1,1,3
393,40,123.2562525576954,0,1,1,1
394,30,118.79354054876042,0,1,1,4
395,34,168.92617441494832,1,0,1,5
396,65,91.53594235597433,0,0,0,4
397,74,104.1881128606047,0,1,1,5
398,44,65.98776554545114,0,1,1,3
399,72,98.05505800395804,0,0,0,1
400,28,34.54538495533909,0,0,0,4
401,38,190.3445861753152,1,0,1,5
402,20,166.88258383289656,0,0,0,2
403,54,104.7852450987848,1,1,2,5
404,57,112.43999046437645,1,0,1,5
405,51,134.16986598166886,1,1,2,5
406,63,89.66408873840747,0,0,0,6
407,65,125.2396553177571,0,0,0,1
408,39,98.39535335817993,0,1,1,1
409,26,72.11886888301554,0,1,1,4
410,53,118.8148888369953,1,1,2,1
411,55,158.7350846930716,2,1,2,3
412,58,186.4471143049986,2,1,2,2
413,73,126.97458430448705,0,0,0,5
414,45,121.12892462292852,0,0,0,2
415,17,23.797684461283296,0,1,1,4
416,67,225.01046862596198,2,0,1,2
417,37,73.4609966328911,0,1,1,5
418,52,239.22881879799,2,1,2,5
419,46,212.2996929760727,1,0,1,3
420,33,43.657398530330596,0,0,0,1
421,55,89.99109627259523,1,0,1,1
422,25,75.14773819786305,0,1,1,5
423,68,175.85410299813216,1,1,2,1
424,51,80.56055181240248,1,0,1,2
425,64,68.19941002552375,0,1,1,3
426,25,84.51989479007405,0,1,1,3
427,21,104.62061679584767,0,1,1,2
428,69,216.25747033039522,2,0,1,2
429,29,66.92707634579173,0,0,0,5
430,42,47.791172195555234,0,1,1,5
431,58,144.730730394054,1,0,1,2
432,25,104.99464115714657,0,0,0,3
433,17,160.64932209803356,0,0,0,5
434,54,126.07952945081355,1,1,2,1
435,65,130.7039426188672,0,0,0,3
436,44,122.66203607751672,0,0,0,5
437,20,113.6452310238112,0,1,1,3
438,53,95.00211578016281,1,0,1,3
439,50,128.7047980973784,1,0,1,4
440,42,232.3603326663091,1,0,1,4
441,19,83.16711867335928,0,0,0,1
442,27,76.6880199200834,0,1,1,1
443,48,116.31187828700699,0,1,1,3
444,28,97.9440747119553,0,0,0,2
445,42,121.21425146116621,0,0,0,1
446,35,345.9125773876718,2,1,2,5
447,53,144.27299871955816,1,1,2,6
448,46,194.60299275564083,1,1,2,3
449,27,56.51294869886343,0,1,1,1
450,40,76.28639710036538,0,1,1,5
451,26,40.19516669317359,0,1,1,1
452,60,72.79783706523939,0,0,0,4
453,69,78.49200778541578,0,1,1,1
454,48,70.85678630342443,0,0,0,2
455,35,94.81922736118517,0,0,0,6
456,41,134.40285893392996,0,1,1,3
457,56,188.7792820660399,2,1,2,2
458,27,50.921724705869465,0,0,0,1
459,55,157.23834483568038,2,1,2,6
460,45,127.99870088330734,0,1,1,5
461,58,355.75435172060764,2,1,2,5
462,55,186.25728033634243,2,0,1,3
463,17,144.5264447253412,0,0,0,0
464,25,105.32492097008401,0,1,1,3
465,20,131.58636613582735,0,1,1,6
466,26,55.60479903708173,0,1,1,4
467,71,110.20789195815286,0,1,1,3
468,56,178.15320769038257,2,1,2,6
469,41,118.74008913893239,0,1,1,2
470,32,84.01341515827073,0,1,1,1
471,68,234.0103124337172,2,0,1,3
472,49,114.0967006090614,0,0,0,6
473,27,54.6517026381197,0,1,1,3
474,71,135.81661753859922,0,1,1,2
475,17,66.76866465596412,0,0,0,5
476,45,71.01601681817337,0,0,0,1
477,32,98.9060474476943,0,1,1,3
478,25,68.40039405731014,0,0,0,5
479,57,116.43437203415226,1,1,2,5
480,41,59.711951579992146,0,1,1,1
481,73,110.89339213392938,0,0,0,3
482,53,193.30996394418403,2,1,2,2
483,42,70.084442220715,0,1,1,3
484,33,96.75866451493691,0,1,1,2
485,62,208.4438425634187,2,0,1,5
486,20,213.80585361413233,1,0,1,1
487,72,171.61134814119714,1,1,2,3
488,19,242.86993310079134,1,0,1,5
489,41,69.74978929498259,0,0,0,1
490,53,94.5806891230136,1,0,1,4
491,24,160.1779039986802,0,0,0,6
492,73,77.63792279354082,0,1,1,6
493,47,124.02466664150268,0,1,1,3
494,48,57.763933044899524,0,1,1,3
495,26,96.00168049000158,0,0,0,5
496,21,135.77467862059018,0,1,1,1
497,50,166.70648158248906,2,0,1,6
498,56,130.6988466568867,1,0,1,1
499,21,85.09081246676553,0,1,1,5
500,63,194.68127709352035,1,1,2,3
501,63,92.80792739980322,0,0,0,3
502,48,174.87997417219918,1,0,1,1
503,67,79.88337663581794,0,0,0,5
504,41,89.86649247186708,0,0,0,4
505,35,52.55032155831635,0,1,1,4
506,48,202.97305021694405,1,0,1,4
507,58,173.23374119562624,2,0,1,5
508,45,88.10681828736158,0,0,0,1
509,52,64.63875127274508,0,1,1,5
510,38,87.98700856202777,0,0,0,1
511,23,216.48137635566997,1,1,2,5
512,44,134.8807979691943,0,1,1,3
513,30,79.22485903696128,0,0,0,1
514,57,160.24618538528404,2,1,2,2
515,55,161.04207877979698,2,1,2,3
516,46,242.91523615623507,1,1,2,1
517,50,129.54023115609493,1,0,1,4
518,57,72.47578946071872,0,0,0,5
519,63,155.07510616535262,1,1,2,5
520,37,104.70348767112473,0,1,1,2
521,50,137.84617583195634,1,1,2,2
522,66,203.83650174539693,2,1,2,5
523,58,88.60137128351342,1,0,1,2
524,41,93.257227236451,0,1,1,5
525,53,97.26205881561646,1,0,1,6
526,59,101.5886418652226,1,1,2,3
527,29,133.17527821946544,0,0,0,5
528,38,247.36259158277755,1,1,2,1
529,35,95.41287370256885,0,0,0,1
530,41,115.75728355064163,0,0,0,1
531,19,171.7067873406932,0,0,0,1
532,46,49.67078158241022,0,0,0,1
533,38,93.47151065835561,0,0,0,6
534,70,107.11837344960999,0,0,0,2
535,48,48.308027326612574,0,1,1,3
536,44,133.9402454940401,0,0,0,3
537,64,121.86324826942172,0,0,0,2
538,19,68.2707037330668,0,1,1,3
539,19,74.1413497468354,0,1,1,6
540,46,62.04122124481649,0,1,1,2
541,49,73.79509140955126,0,1,1,1
542,67,95.00205037850327,0,0,0,3
543,63,75.18302212605019,0,0,0,4
544,44,145.44574921846822,0,1,1,6
545,62,178.7591024023343,1,0,1,2
546,25,48.533777048141054,0,1,1,6
547,47,126.75979706093887,0,1,1,1
548,73,326.8380269957813,2,0,1,5
549,35,129.38281071820842,0,1,1,2
550,26,51.0138914952601,0,0,0,1
551,53,169.7360803160042,2,1,2,5
552,64,227.59799621797586,2,1,2,1
553,48,213.89545933946445,1,1,2,4
554,18,55.797829344046704,0,1,1,0
555,36,123.56870017680902,0,1,1,5
556,25,328.5253582534359,2,0,1,1
557,24,74.76792101263796,0,0,0,1
558,73,152.98509492562027,1,0,1,6
559,43,122.37212074347973,0,0,0,2
560,50,68.2882182820718,0,0,0,4
561,59,291.47433907822517,2,0,1,2
562,39,91.39176552023764,0,1,1,4
563,60,90.83805432182652,0,0,0,3
564,46,139.20922186941573,0,1,1,3
565,54,60.658620387760934,0,0,0,2
566,28,55.30079112990438,0,1,1,3
567,17,73.554411880809,0,1,1,3
568,38,217.38088520805226,1,0,1,3
569,18,131.8050955159036,0,0,0,5
570,52,55.68561187367691,0,1,1,1
571,43,193.5028512094181,1,1,2,3
572,68,85.19754502304335,0,0,0,6
573,58,98.98755424827681,1,1,2,4
574,34,103.66487921589619,0,1,1,6
575,22,200.36025674588547,1,1,2,1
576,73,185.88357651003363,1,1,2,3
577,27,41.19073119820641,0,1,1,5
578,63,247.77897438451993,2,1,2,4
579,40,118.63141759752952,0,1,1,3
580,53,184.31381416951825,2,0,1,6
581,28,123.67080809938557,0,1,1,4
582,47,91.4984240949949,0,1,1,3
583,51,68.3224791908037,0,1,1,5
584,45,133.2752995863454,0,1,1,3
585,17,154.72227050948,0,1,1,3
586,69,85.90088942502916,0,0,0,4
587,32,113.647027439906,0,0,0,6
588,66,107.81726837478209,0,0,0,3
589,57,128.25177046736718,1,0,1,4
590,66,210.91693288072216,2,1,2,3
591,25,197.41449452755134,0,1,1,5
592,50,155.05906169148795,2,0,1,6
593,32,80.54163598478657,0,1,1,2
594,56,123.64449209849398,1,1,2,1
595,65,130.781656798637,0,1,1,3
596,21,81.04863384049875,0,1,1,3
597,34,180.13699408413538,1,0,1,3
598,26,51.59496721485361,0,1,1,3
599,64,132.360074103042,0,1,1,1
600,26,64.63359120158839,0,1,1,3
601,19,36.806201825609776,0,1,1,5
602,46,162.51987227393676,1,1,2,5
603,43,113.7008322822416,0,1,1,5
604,40,72.88300825674543,0,0,0,4
605,24,87.37079143674504,0,1,1,2
606,27,45.56733720320763,0,1,1,2
607,55,106.59374477177677,1,0,1,3
608,60,78.37997965857068,0,0,0,6
609,67,109.07878284069048,0,1,1,5
610,58,172.36364391202835,2,0,1,2
611,45,160.1703500808313,1,0,1,5
612,34,175.39392445524442,1,1,2,4
613,58,101.39420352843422,1,1,2,5
614,47,164.2303706332589,1,1,2,4
615,53,87.20431849637485,1,0,1,5
616,74,153.68399607027789,1,0,1,6
617,29,62.17574717046982,0,0,0,5
618,54,109.52772605155815,1,0,1,2
619,63,86.96712966196193,0,1,1,1
620,34,98.17201819690507,0,0,0,1
621,57,156.60725578866587,2,1,2,3
622,18,54.05876215508822,0,1,1,6
623,52,220.04952952964555,2,1,2,4
624,40,76.21783278412131,0,1,1,3
625,56,120.48113983400387,1,0,1,1
626,74,153.42448405041605,1,1,2,3
627,41,314.3691057328645,2,1,2,3
628,65,138.0162205086037,0,0,0,2
629,35,154.00026958856122,1,0,1,5
630,16,23.98311272995354,0,1,1,6
631,60,85.28954335293918,0,0,0,1
632,32,54.1272728299805,0,1,1,1
633,55,63.28156930369234,0,1,1,1
634,18,65.99696055243268,0,1,1,3
635,63,132.72846585818607,0,1,1,3
636,22,111.69047286187899,0,1,1,3
637,27,40.29650718078874,0,1,1,2
638,25,118.17156007636669,0,1,1,1
639,57,64.8132967875097,0,1,1,2
640,33,68.36114181043214,0,0,0,4
641,36,67.83741341038771,0,0,0,4
642,31,105.8372316585816,0,1,1,3
643,60,206.08924775320872,2,1,2,3
644,35,93.18560706402396,0,1,1,5
645,49,95.29624148052014,0,0,0,3
646,61,275.4194188916207,2,0,1,4
647,71,80.46893549820882,0,1,1,3
648,64,121.43040789883835,0,1,1,1
649,37,146.39229036940773,0,0,0,5
650,39,137.76989254483703,0,0,0,4
651,42,262.4970419215655,2,1,2,3
652,23,177.405553659149,0,1,1,6
653,53,130.32549424757755,1,0,1,4
654,23,91.29589532657221,0,0,0,5
655,50,126.9914888794815,1,1,2,5
656,62,69.0816557109546,0,1,1,3
657,68,89.36476659603787,0,1,1,5
658,22,70.72139562312815,0,0,0,2
659,47,76.59543129169302,0,1,1,1
660,62,214.07160196280802,2,0,1,5
661,58,197.35606293901964,2,1,2,4
662,48,71.73288154870451,0,0,0,1
663,25,40.5923422977154,0,0,0,4
664,67,72.91057237508288,0,1,1,1
665,53,72.08929814451764,0,0,0,5
666,20,29.815032476024612,0,1,1,3
667,71,73.54759598781223,0,0,0,6
668,63,85.79671555278469,0,0,0,5
669,61,132.46716029579773,0,0,0,3
670,56,89.7739382783912,1,1,2,3
671,16,118.83521954355763,0,0,0,2
672,65,172.69077298673778,1,0,1,3
673,59,120.74662821800239,1,0,1,4
674,22,68.01775174947583,0,0,0,3
675,50,130.6439060155438,1,0,1,4
676,42,56.981446715908874,0,0,0,2
677,54,63.68870899825432,0,1,1,2
678,73,313.3454333636096,2,1,2,5
679,21,47.31616896839852,0,1,1,0
680,17,132.35075104940216,0,0,0,2
681,35,98.2566173225223,0,1,1,3
682,71,277.90994926847736,2,0,1,1
683,74,255.98172269173497,2,0,1,6
684,44,129.03537087562057,0,1,1,5
685,52,102.0579947889371,1,0,1,1
686,56,87.16372108466427,1,0,1,6
687,18,27.060030408615834,0,0,0,4
688,66,124.82621241977706,0,1,1,6
689,16,75.86055123068411,0,0,0,5
690,23,127.02819227623101,0,0,0,3
691,22,28.696069671008853,0,1,1,6
692,17,88.26890907482334,0,0,0,5
693,20,51.61280466939748,0,1,1,6
694,49,104.4337272790835,0,1,1,2
695,37,47.68777645107923,0,0,0,5
696,41,109.03845868490151,0,1,1,3
697,67,140.73958280457379,0,1,1,1
698,50,53.45444113804591,0,1,1,5
